date,bank,product_name,rate_effective,rate_nominal,monthly,total_cost,first_year_cost,establishment_fee
2022-01-12,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-12,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-12,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-12,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-12,Sbanken ASA,Boliglån 75 %,1.67,1.657,24490,5877600,293880,0
2022-01-12,Sbanken ASA,Boliglån 75 % - lån til fritidsbolig,1.67,1.657,24490,5877600,293880,0
2022-01-12,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-13,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-13,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2022-01-13,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-13,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-13,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-13,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-13,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-13,Sbanken ASA,Boliglån 75 %,1.67,1.657,24490,5877600,293880,0
2022-01-13,Sbanken ASA,Boliglån 75 % - lån til fritidsbolig,1.67,1.657,24490,5877600,293880,0
2022-01-13,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-14,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-14,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2022-01-14,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-14,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-14,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-14,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-14,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-14,Sbanken ASA,Boliglån 75 %,1.67,1.657,24490,5877600,293880,0
2022-01-14,Sbanken ASA,Boliglån 75 % - lån til fritidsbolig,1.67,1.657,24490,5877600,293880,0
2022-01-14,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-15,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-15,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2022-01-15,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-15,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-15,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-15,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-15,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-15,Sbanken ASA,Boliglån 75 %,1.67,1.657,24490,5877600,293880,0
2022-01-15,Sbanken ASA,Boliglån 75 % - lån til fritidsbolig,1.67,1.657,24490,5877600,293880,0
2022-01-15,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-16,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-16,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2022-01-16,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-16,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-16,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-16,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-16,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-16,Sbanken ASA,Boliglån 75 %,1.67,1.657,24490,5877600,293880,0
2022-01-16,Sbanken ASA,Boliglån 75 % - lån til fritidsbolig,1.67,1.657,24490,5877600,293880,0
2022-01-16,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-17,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-17,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2022-01-17,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-17,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-17,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-17,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-17,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-17,Sbanken ASA,Boliglån 75 %,1.67,1.657,24490,5877600,293880,0
2022-01-17,Sbanken ASA,Boliglån 75 % - lån til fritidsbolig,1.67,1.657,24490,5877600,293880,0
2022-01-17,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-18,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-18,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-18,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-18,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-18,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-18,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-18,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-18,Orkla Sparebank,Grønt boliglån,1.7,1.65,24548,5891520,294576,2000
2022-01-18,SpareBank 1 SMN,Grønt boliglån 85 %,1.7,1.65,24553,5892720,294636,2650
2022-01-18,SpareBank 1 Sørøst-Norge,Grønt Boliglån,1.79,1.74,24760,5942400,297120,2500
2022-01-19,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-19,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-19,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-19,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-19,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-19,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-19,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-19,Orkla Sparebank,Grønt boliglån,1.7,1.65,24548,5891520,294576,2000
2022-01-19,SpareBank 1 SMN,Grønt boliglån 85 %,1.7,1.65,24553,5892720,294636,2650
2022-01-19,SpareBank 1 Sørøst-Norge,Grønt Boliglån,1.79,1.74,24760,5942400,297120,2500
2022-01-20,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-20,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-20,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-20,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-20,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-20,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-20,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-20,Orkla Sparebank,Grønt boliglån,1.7,1.65,24548,5891520,294576,2000
2022-01-20,SpareBank 1 SMN,Grønt boliglån 85 %,1.7,1.65,24553,5892720,294636,2650
2022-01-20,SpareBank 1 Sørøst-Norge,Grønt Boliglån,1.79,1.74,24760,5942400,297120,2500
2022-01-21,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-21,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-21,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-21,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-21,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-21,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-21,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-21,Orkla Sparebank,Grønt boliglån,1.7,1.65,24548,5891520,294576,2000
2022-01-21,SpareBank 1 SMN,Grønt boliglån 85 %,1.7,1.65,24553,5892720,294636,2650
2022-01-21,Cultura Sparebank,Miljøboliglån 85%,1.79,1.75,24766,5943840,297192,2000
2022-01-22,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-22,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-22,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-22,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-22,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-22,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-22,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-22,Orkla Sparebank,Grønt boliglån,1.7,1.65,24548,5891520,294576,2000
2022-01-22,SpareBank 1 SMN,Grønt boliglån 85 %,1.7,1.65,24553,5892720,294636,2650
2022-01-22,Cultura Sparebank,Miljøboliglån 85%,1.79,1.75,24766,5943840,297192,2000
2022-01-23,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-23,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-23,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-23,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-23,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-23,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-23,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-23,Orkla Sparebank,Grønt boliglån,1.7,1.65,24548,5891520,294576,2000
2022-01-23,SpareBank 1 SMN,Grønt boliglån 85 %,1.7,1.65,24553,5892720,294636,2650
2022-01-23,Cultura Sparebank,Miljøboliglån 85%,1.79,1.75,24766,5943840,297192,2000
2022-01-24,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-24,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-24,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-24,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2022-01-24,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-24,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-24,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-24,Orkla Sparebank,Grønt boliglån,1.7,1.65,24548,5891520,294576,2000
2022-01-24,SpareBank 1 SMN,Grønt boliglån 85 %,1.7,1.65,24553,5892720,294636,2650
2022-01-24,Cultura Sparebank,Miljøboliglån 85%,1.79,1.75,24766,5943840,297192,2000
2022-01-25,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-25,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-25,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-25,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-25,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-25,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-25,Orkla Sparebank,Grønt boliglån,1.7,1.65,24548,5891520,294576,2000
2022-01-25,SpareBank 1 SMN,Grønt boliglån 85 %,1.7,1.65,24553,5892720,294636,2650
2022-01-25,Cultura Sparebank,Miljøboliglån 85%,1.79,1.75,24766,5943840,297192,2000
2022-01-25,SpareBank 1 Sørøst-Norge,Grønt Boliglån,1.79,1.74,24760,5942400,297120,2500
2022-01-26,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-26,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-26,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.56,1.55,24242,5818080,290904,0
2022-01-26,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-26,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-26,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-26,Orkla Sparebank,Grønt boliglån,1.7,1.65,24548,5891520,294576,2000
2022-01-26,SpareBank 1 SMN,Grønt boliglån 85 %,1.7,1.65,24553,5892720,294636,2650
2022-01-26,Cultura Sparebank,Miljøboliglån 85%,1.79,1.75,24766,5943840,297192,2000
2022-01-26,SpareBank 1 Sørøst-Norge,Grønt Boliglån,1.79,1.74,24760,5942400,297120,2500
2022-01-27,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-27,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-27,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-27,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-27,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.68,1.65,24514,5883360,294168,0
2022-01-27,Orkla Sparebank,Grønt boliglån,1.7,1.65,24548,5891520,294576,2000
2022-01-27,SpareBank 1 SMN,Grønt boliglån 85 %,1.7,1.65,24553,5892720,294636,2650
2022-01-27,Cultura Sparebank,Miljøboliglån 85%,1.79,1.75,24766,5943840,297192,2000
2022-01-27,SpareBank 1 Sørøst-Norge,Grønt Boliglån,1.79,1.74,24760,5942400,297120,2500
2022-01-27,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.81,1.8,24823,5957520,297876,0
2022-01-28,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2022-01-28,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2022-01-28,SpareBank 1 Nordmøre,Grønt boliglån,1.65,1.6,24453,5868720,293436,3000
2022-01-28,Sunndal Sparebank,Grønt boliglån,1.65,1.6,24445,5866800,293340,3500
2022-01-28,Orkla Sparebank,Grønt boliglån,1.7,1.65,24548,5891520,294576,2000
2022-01-28,SpareBank 1 SMN,Grønt boliglån 85 %,1.7,1.65,24553,5892720,294636,2650
2022-01-28,Cultura Sparebank,Miljøboliglån 85%,1.79,1.75,24766,5943840,297192,2000
2022-01-28,SpareBank 1 Sørøst-Norge,Grønt Boliglån,1.79,1.74,24760,5942400,297120,2500
2022-01-28,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.81,1.8,24823,5957520,297876,0
2022-01-28,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.83,1.81,24847,5963280,298164,0
